BreweryInWAList,Brewery,4,8,12,2,1,7,6,3,5,11,10,9,total
trap door brewing,TRAP DOOR BREWING,63.65,69.84,120.67,42.11,42.88,57.58,67.26,47.33,49.83,-0.39,62.74,96.7,720.2
triceratops brewing company,TRICERATOPS BREWING COMPANY,55.61,0.0,47.12,25.45,44.75,72.52,0.0,38.87,0.0,0.0,51.82,32.15,368.28999999999996
triple r brewing,TRIPLE R BREWERY,1.5,0.0,2.16,2.16,0.0,1.0,0.5,0.66,1.0,1.5,2.0,1.5,13.98
triplehorn brewing company,TRIPLEHORN BREWING CO,45.09,59.0,51.0,60.0,60.0,65.0,87.0,55.0,0.0,56.0,80.0,62.0,680.09
trusty brewing company,TRUSTY BREWING COMPANY,0.0,0.0,0.0,13.58,0.0,0.0,2.33,0.0,3.75,0.0,0.0,0.0,19.66
tt's old iron brewery,TTS OLD IRON BREWERY & BBQ,20.21,25.0,25.48,9.2,7.4,13.0,57.8,19.4,0.0,20.0,19.2,23.2,239.89
twin sisters brewing company,TWIN SISTERS BREWING COMPANY,121.08,99.6,62.79,109.04,57.11,142.62,143.22,108.02,134.21,83.07,87.67,93.03,1241.46
two beers brewing company,TWO BEERS BREWING COMPANY,153.65,247.76,154.85,109.67,133.1,203.75,194.9,153.65,182.61,180.05,183.0,259.35,2156.34
uprise brewing company,UPRISE BREWING COMPANY,0.0,58.29,34.37,0.0,0.0,1.7,0.0,0.0,0.0,33.34,43.92,48.72,220.34
urban family brewing company,URBAN FAMILY BREWING COMPANY,0.0,254.16,111.19,135.95,153.83,248.38,260.18,214.11,360.03,152.9,323.29,0.0,2214.02
v twin brewing company,V TWIN BREWING COMPANY,0.0,0.0,0.0,0.0,1.79,8.17,0.0,9.43,0.0,0.0,0.0,3.28,22.67
valhöll brewing company,VALHOLL BREWING COMPANY,39.47,56.89,33.49,27.36,27.2,53.48,45.59,44.61,45.09,21.95,29.61,52.39,477.13000000000005
valley brewing company,VALLEY BREWING COMPANY,0.0,0.0,0.0,24.03,23.08,79.68,32.43,40.81,38.78,53.38,0.0,66.6,358.78999999999996
valley house brewing company,VALLEY HOUSE BREWING COMPANY,22.0,22.1,36.6,18.4,16.8,23.6,32.1,14.5,28.6,0.0,21.7,16.8,253.2
varietal beer company,VARIETAL BEER COMPANY,0.0,321.64,0.0,193.7,0.0,0.0,158.55,110.67,187.34,256.27,0.0,146.97,1375.14
vashon brewing,VASHON BREWING LLC,8.28,5.83,0.0,2.17,2.17,17.32,0.0,0.0,5.68,1.79,2.75,7.34,53.33
vice beer,VICE BEER,0.0,0.0,0.0,0.0,0.0,10.17,0.0,0.0,0.0,68.25,0.0,-0.39,78.03
victor 23 craft brewery,VICTOR 23 BREWING,48.53,38.15,38.89,7.71,14.15,46.76,27.6,42.9,14.22,15.0,9.25,62.0,365.16
volition brewing company,VOLITION BREWING COMPANY,17.78,0.0,0.0,0.0,13.59,20.36,0.0,0.0,83.38,25.58,84.98,20.62,266.29
wander brewing,WANDER BREWING,182.97,220.62,106.86,136.75,107.96,177.33,175.19,199.87,183.47,144.36,134.83,166.52,1936.73
wandering hop brewery,WANDERING HOP,27.68,25.94,20.66,17.29,12.95,17.54,32.96,43.040000000000006,28.07,19.69,34.730000000000004,20.59,301.14
water buffalo brewery,WATER BUFFALO BREWERY,0.89,6.2,1.3,1.44,0.58,8.21,6.05,3.75,3.16,1.33,4.06,6.09,43.06
watts brewing company,WATTS BREWING CO.,0.0,11.33,19.35,1.67,0.0,3.33,0.0,0.0,0.17,16.33,18.17,22.83,93.17999999999999
well 80 brewing company,WELL 80 ARTESIAN BREWING COMPANY,41.23,30.92,32.57,39.42,27.08,40.5,27.75,35.59,45.62,13.83,34.58,44.75,413.84000000000003
wenatchee valley brewing company,WENATCHEE BREWING CO,37.5,52.8,15.49,22.0,19.0,38.33,40.91,32.0,41.17,15.3,62.15,0.0,376.65
west seattle brewing company,WEST SEATTLE BREWING CO,25.8,48.12,13.07,0.0,4.72,0.0,48.62,0.0,0.0,22.03,0.0,0.0,162.36
western red brewing,WESTERN RED BREWING,0.0,0.0,43.15,55.45,108.11,66.88,93.73,75.32,144.67,108.82,0.0,172.32,868.4499999999998
wet coast brewing company,WET COAST BREWING COMPANY,181.47,89.16,64.36,59.63,60.44,101.69,97.03,0.0,92.57,62.55,71.17,79.01,959.0799999999998
wheelie pop brewing,WHEELIE POP BREWING,16.2,32.59,27.08,11.67,0.0,34.34,29.9,27.86,28.38,32.68,35.71,47.37,323.78
whipsaw brewing,WHIPSAW BREWING,84.17,132.65,69.48,36.25,30.589999999999996,97.99000000000001,128.14,58.019999999999996,89.36,117.2,131.32999999999998,138.51,1113.69
whistle punk brewing company,WHISTLE PUNK BREWING,32.0,32.17,19.5,16.33,23.33,25.0,25.0,29.17,31.67,25.17,32.67,19.5,311.51000000000005
white bluffs brewing,WHITE BLUFFS BREWING,106.39,113.58,114.72,109.82,95.68,79.97,135.97,107.8,104.73,87.19,96.2,123.82,1275.87
whitewall brewing company,WHITEWALL BREWING,16.82,31.59,27.71,28.39,20.64,30.91,22.75,39.96,35.7,19.73,22.26,27.49,323.95
wicked teuton brewing company,WICKED TEUTON BREWING COMPANY,5.0,5.5,0.0,5.5,6.0,8.83,9.5,6.67,7.75,7.67,6.55,7.83,76.8
wild man brewing company,WILD MAN BREWING COMPANY,8.22,16.62,9.27,9.65,12.96,8.84,14.63,8.21,10.44,10.64,12.94,12.2,134.62
wild oak project,LOST BEAR BREWS,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.38
wildland cooperative,WILDLAND COOPERATIVE,0.0,0.0,0.0,0.0,0.0,2.31,0.31,0.0,1.66,9.65,0.0,5.0,18.93
willapa brewing company,WILLAPA BREWING CO,9.14,8.62,3.84,6.82,2.67,1.98,9.3,5.16,6.48,4.47,9.43,6.81,74.72
yakima craft brewing company,YAKIMA CRAFT BREWING CO.,22.31,25.91,5.5,30.47,37.83,32.86,48.07,35.62,29.2,0.0,25.01,20.24,313.02
yaya brewing company,YAYA BREWING COMPANY,56.0,72.06,62.34,45.23,54.0,73.49,85.67,103.06,52.98,90.8,67.73,46.59,809.95
yoked farmhouse and brewery,YOKED FARMHOUSE BREWERY,0.0,0.0,30.7,23.64,9.98,35.92,0.0,0.0,33.53,0.0,0.0,64.87,198.64000000000001
