brewery,satellite_location,flagship,brewery_type,address,city,zipcode,county,latitude,longitude,year_established,guild_member,production_data_2017,production_data_2022,closed_since_2022,untappd_profile_link,rating,total_visits,unique_visits,monthly_visits
High Bluff Brewing,,1,nano,Port Angeles,Port Angeles,98362,Clallam,48.1190175,-123.4308425,2022,0,0,1,0,https://untappd.com/HighBluffBrewing,4.0,36.0,23.0,2.0
Hillbilly Brewing Company,,1,nano,23118 NW Maplecrest Rd,Ridgefield,98642,Clark,45.7882599,-122.6758731,2015,0,1,1,0,https://untappd.com/HillbillyBrewingCompany,3.23,137.0,112.0,0.0
Logsdon Farmhouse Ales,,1,micro,1834 Main St,Washougal,98671,Clark,45.57826848,-122.3519647,2009,0,1,1,1,https://untappd.com/LogsdonFarmhouseAles,3.98,183798.0,78366.0,70.0
Millwood Brewing Company,,1,micro,9013 E Frederick Ave,Millwood,99212,Spokane,47.68543023,-117.2834938,2017,0,1,1,1,https://untappd.com/Millwood_Brewing_Company,3.76,4122.0,1082.0,1.0
Pint Size Brewing,,1,nano,7410B Greenwood Ave N,Seattle,98103,King,47.6829051,-122.3549746,2019,0,0,1,1,https://untappd.com/PintSizeBrewing,4.2,3154.0,1019.0,0.0
Slaughter County Brewing Company,,1,nano,1307 Bay St,Port Orchard,98366,Kitsap,47.54320643,-122.6269913,2012,0,1,1,1,https://untappd.com/SlaughterCountyBrewingCompany,3.54,4823.0,1882.0,0.0
Spokanite Brewing,,1,nano,6607 N Ash St,Spokane,99208,Spokane,47.7182742,-117.4365533,2022,0,0,1,0,https://untappd.com/SpokaniteBrewing,3.9,563.0,164.0,12.0
Top Knot Brewing,,1,nano,1753 Havillah Rd,Tonasket,98855,Okanogan,48.84809734,-119.1918555,2022,0,0,1,1,https://untappd.com/Top_Knot_Brewing,,,,
Trusty Brewing Company,,1,micro,114 E Evergreen Blvd,Vancouver,98660,Clark,45.6289231,-122.6707958,2016,0,1,1,1,https://untappd.com/TrustyBrewing,3.67,5192.0,1648.0,0.0
Wildland Cooperative,,1,micro,8022 E Greenbluff Rd,Colbert,99005,Spokane,47.8234405,-117.2975874,2021,0,0,1,0,https://untappd.com/wildlandcoop,,,,
Yakima Craft Brewing Company,,1,taproom,2920 River Road #6,Yakima,98902,Yakima,46.61792914,-120.5474552,2008,0,1,1,1,https://untappd.com/v/yakima-craft-brewing-company/49925,,,,
Schooner Exact Brewing Company,,1,micro,3901 1st Ave S,Seattle,98134,King,47.56771692,-122.3357297,2007,0,1,1,1,https://untappd.com/SchoonerExactBrewing,3.7,82371.0,27308.0,0.0
Counterbalance Brewing Company,,1,micro,503 S Michigan St Ste B,Seattle,98108,King,47.545389,-122.3305859,2015,0,1,1,1,https://untappd.com/Counterbalance,3.72,26687.0,10555.0,1.0
Barlow's Brewery,,1,brewpub,705 SE Park Crest Ave Suite D430,Vancouver,98683,Clark,45.61626235,-122.5222064,2020,0,0,1,1,https://untappd.com/BarlowsBrewery,3.78,3305.0,1458.0,2.0
Decibel Brewing Company,,1,micro,18204 Bothell Everett Hwy Suite C,Bothell,98012,Snohomish,47.8332561,-122.2103369,2016,0,1,1,1,https://untappd.com/DecibelBrewing,3.62,5021.0,1386.0,0.0
Darach Brewing Company,,1,taproom,1015 N State St,Bellingham,98225,Whatcom,48.74570657,-122.4813808,2022,0,0,1,1,https://untappd.com/v/darach-brewing-company/11718840,,,,
Common Language Brewing Company,,1,micro,"926 W Sprague Ave, Spokane, WA",Spokane,99201,Spokane,47.6575152,-117.4262344,2022,0,0,1,1,https://untappd.com/w/common-language-brewing/519175,3.82,962.0,351.0,0.0
Griffin Brewing Pilot House,,1,micro,1214 Griffin Ave,Enumclaw,98022,King,47.2061282,-121.9899971,2022,0,0,1,0,https://untappd.com/v/griffin-brewing-pilot-house/11184124,,,,
Ridgeline Brewing Company,,1,nano,941 N Callow Ave,Bremerton,98312,Kitsap,47.5709387,-122.6539669,2017,0,0,1,0,https://untappd.com/RidgelineBrewing,3.73,771.0,179.0,8.0
New Maitland Brewing Llc,,1,nano,8903 E Greenbluff Rd,Colbert,99005,Spokane,47.825198,-117.285727,2022,0,0,1,0,https://untappd.com/b/new-maitland-brewing-scottish-stoat/5426770,,,,
Berchmans Brewing Company,,1,nano,25 North Front Street,Yakima,98901,Yakima,46.602834,-120.507761,2014,0,1,0,1,https://untappd.com/BerchmansBrewingCompany,3.55,1334.0,474.0,2.0
Mcmillin Farm brewhouse,,1,micro,12517 WA-162,Puyallup,98374,KIma,47.14536,-122.2355246,2021,0,0,1,0,https://untappd.com/w/mcmillin-farm-brew/535926,3.8,57.0,30.0,2.0
