index,brewery_wa,brewery_prod,month,production
2361,bastion brewing company,BASTION BREWING COMPANY,July,113.55
2749,bastion brewing company,BASTION BREWING COMPANY,August,85.4
3137,bastion brewing company,BASTION BREWING COMPANY,September,
3525,bastion brewing company,BASTION BREWING COMPANY,October,51.4
3913,bastion brewing company,BASTION BREWING COMPANY,November,
4301,bastion brewing company,BASTION BREWING COMPANY,December,57.3
4689,bastion brewing company,BASTION BREWING COMPANY,total_annual,307.65
34,beach cat brewing,BEACH CAT BREWING,January,
422,beach cat brewing,BEACH CAT BREWING,February,21.0
810,beach cat brewing,BEACH CAT BREWING,March,16.0
1198,beach cat brewing,BEACH CAT BREWING,April,18.0
1586,beach cat brewing,BEACH CAT BREWING,May,46.5
1974,beach cat brewing,BEACH CAT BREWING,June,
2362,beach cat brewing,BEACH CAT BREWING,July,52.5
2750,beach cat brewing,BEACH CAT BREWING,August,
3138,beach cat brewing,BEACH CAT BREWING,September,71.0
3526,beach cat brewing,BEACH CAT BREWING,October,18.0
3914,beach cat brewing,BEACH CAT BREWING,November,23.0
4302,beach cat brewing,BEACH CAT BREWING,December,13.5
4690,beach cat brewing,BEACH CAT BREWING,total_annual,279.5
35,beardslee public house,BEARDSLEE PUBLIC HOUSE,January,32.5
423,beardslee public house,BEARDSLEE PUBLIC HOUSE,February,37.0
811,beardslee public house,BEARDSLEE PUBLIC HOUSE,March,52.0
1199,beardslee public house,BEARDSLEE PUBLIC HOUSE,April,27.5
1587,beardslee public house,BEARDSLEE PUBLIC HOUSE,May,55.5
1975,beardslee public house,BEARDSLEE PUBLIC HOUSE,June,39.5
2363,beardslee public house,BEARDSLEE PUBLIC HOUSE,July,50.0
2751,beardslee public house,BEARDSLEE PUBLIC HOUSE,August,57.5
3139,beardslee public house,BEARDSLEE PUBLIC HOUSE,September,44.5
3527,beardslee public house,BEARDSLEE PUBLIC HOUSE,October,30.0
3915,beardslee public house,BEARDSLEE PUBLIC HOUSE,November,29.5
4303,beardslee public house,BEARDSLEE PUBLIC HOUSE,December,53.0
4691,beardslee public house,BEARDSLEE PUBLIC HOUSE,total_annual,508.5
36,bellevue brewing company,BELLEVUE BREWING COMPANYBELLEVUE BREWING COMPANY SPRING DISTRICT BREW,January,40.89
424,bellevue brewing company,BELLEVUE BREWING COMPANYBELLEVUE BREWING COMPANY SPRING DISTRICT BREW,February,57.15
812,bellevue brewing company,BELLEVUE BREWING COMPANYBELLEVUE BREWING COMPANY SPRING DISTRICT BREW,March,69.68
1200,bellevue brewing company,BELLEVUE BREWING COMPANYBELLEVUE BREWING COMPANY SPRING DISTRICT BREW,April,73.89
1588,bellevue brewing company,BELLEVUE BREWING COMPANYBELLEVUE BREWING COMPANY SPRING DISTRICT BREW,May,65.29
1976,bellevue brewing company,BELLEVUE BREWING COMPANYBELLEVUE BREWING COMPANY SPRING DISTRICT BREW,June,60.8
2364,bellevue brewing company,BELLEVUE BREWING COMPANYBELLEVUE BREWING COMPANY SPRING DISTRICT BREW,July,114.79
2752,bellevue brewing company,BELLEVUE BREWING COMPANYBELLEVUE BREWING COMPANY SPRING DISTRICT BREW,August,69.48
3140,bellevue brewing company,BELLEVUE BREWING COMPANYBELLEVUE BREWING COMPANY SPRING DISTRICT BREW,September,123.56
3528,bellevue brewing company,BELLEVUE BREWING COMPANYBELLEVUE BREWING COMPANY SPRING DISTRICT BREW,October,88.03999999999999
3916,bellevue brewing company,BELLEVUE BREWING COMPANYBELLEVUE BREWING COMPANY SPRING DISTRICT BREW,November,94.34
4304,bellevue brewing company,BELLEVUE BREWING COMPANYBELLEVUE BREWING COMPANY SPRING DISTRICT BREW,December,120.66
4692,bellevue brewing company,BELLEVUE BREWING COMPANYBELLEVUE BREWING COMPANY SPRING DISTRICT BREW,total_annual,978.57
37,bellwether brewing company,BELLWETHER BREWING COMPANY,January,7.0
425,bellwether brewing company,BELLWETHER BREWING COMPANY,February,23.66
813,bellwether brewing company,BELLWETHER BREWING COMPANY,March,12.33
1201,bellwether brewing company,BELLWETHER BREWING COMPANY,April,13.16
1589,bellwether brewing company,BELLWETHER BREWING COMPANY,May,19.67
1977,bellwether brewing company,BELLWETHER BREWING COMPANY,June,22.66
2365,bellwether brewing company,BELLWETHER BREWING COMPANY,July,14.67
2753,bellwether brewing company,BELLWETHER BREWING COMPANY,August,11.83
3141,bellwether brewing company,BELLWETHER BREWING COMPANY,September,21.84
3529,bellwether brewing company,BELLWETHER BREWING COMPANY,October,19.16
3917,bellwether brewing company,BELLWETHER BREWING COMPANY,November,20.0
4305,bellwether brewing company,BELLWETHER BREWING COMPANY,December,16.16
4693,bellwether brewing company,BELLWETHER BREWING COMPANY,total_annual,202.14
38,bennidito's brewpub,BENNIDITOS BREW PUB,January,37.01
426,bennidito's brewpub,BENNIDITOS BREW PUB,February,19.89
814,bennidito's brewpub,BENNIDITOS BREW PUB,March,36.38
1202,bennidito's brewpub,BENNIDITOS BREW PUB,April,35.0
1590,bennidito's brewpub,BENNIDITOS BREW PUB,May,44.0
1978,bennidito's brewpub,BENNIDITOS BREW PUB,June,37.16
2366,bennidito's brewpub,BENNIDITOS BREW PUB,July,14.66
2754,bennidito's brewpub,BENNIDITOS BREW PUB,August,
3142,bennidito's brewpub,BENNIDITOS BREW PUB,September,72.86
3530,bennidito's brewpub,BENNIDITOS BREW PUB,October,45.76
3918,bennidito's brewpub,BENNIDITOS BREW PUB,November,
4306,bennidito's brewpub,BENNIDITOS BREW PUB,December,31.38
4694,bennidito's brewpub,BENNIDITOS BREW PUB,total_annual,374.1
39,bent bine brewing company,BENT BINE BREW CO,January,
427,bent bine brewing company,BENT BINE BREW CO,February,39.3
815,bent bine brewing company,BENT BINE BREW CO,March,
1203,bent bine brewing company,BENT BINE BREW CO,April,9.5
1591,bent bine brewing company,BENT BINE BREW CO,May,
1979,bent bine brewing company,BENT BINE BREW CO,June,11.92
2367,bent bine brewing company,BENT BINE BREW CO,July,
2755,bent bine brewing company,BENT BINE BREW CO,August,51.6
3143,bent bine brewing company,BENT BINE BREW CO,September,
3531,bent bine brewing company,BENT BINE BREW CO,October,
3919,bent bine brewing company,BENT BINE BREW CO,November,24.8
4307,bent bine brewing company,BENT BINE BREW CO,December,
4695,bent bine brewing company,BENT BINE BREW CO,total_annual,137.12
40,berchmans brewing company,BERCHMANS BREWING COMPANY,January,
428,berchmans brewing company,BERCHMANS BREWING COMPANY,February,
816,berchmans brewing company,BERCHMANS BREWING COMPANY,March,1.0
1204,berchmans brewing company,BERCHMANS BREWING COMPANY,April,
1592,berchmans brewing company,BERCHMANS BREWING COMPANY,May,
1980,berchmans brewing company,BERCHMANS BREWING COMPANY,June,
2368,berchmans brewing company,BERCHMANS BREWING COMPANY,July,
2756,berchmans brewing company,BERCHMANS BREWING COMPANY,August,
3144,berchmans brewing company,BERCHMANS BREWING COMPANY,September,
3532,berchmans brewing company,BERCHMANS BREWING COMPANY,October,1.0
3920,berchmans brewing company,BERCHMANS BREWING COMPANY,November,1.0
4308,berchmans brewing company,BERCHMANS BREWING COMPANY,December,
4696,berchmans brewing company,BERCHMANS BREWING COMPANY,total_annual,3.0
41,best of hands barrelhouse,BEST OF HANDS BARRELHOUSE,January,15.25
429,best of hands barrelhouse,BEST OF HANDS BARRELHOUSE,February,10.25
817,best of hands barrelhouse,BEST OF HANDS BARRELHOUSE,March,17.57
1205,best of hands barrelhouse,BEST OF HANDS BARRELHOUSE,April,18.89
1593,best of hands barrelhouse,BEST OF HANDS BARRELHOUSE,May,13.31
1981,best of hands barrelhouse,BEST OF HANDS BARRELHOUSE,June,18.28
2369,best of hands barrelhouse,BEST OF HANDS BARRELHOUSE,July,29.88
2757,best of hands barrelhouse,BEST OF HANDS BARRELHOUSE,August,10.26
3145,best of hands barrelhouse,BEST OF HANDS BARRELHOUSE,September,23.33
3533,best of hands barrelhouse,BEST OF HANDS BARRELHOUSE,October,16.92
3921,best of hands barrelhouse,BEST OF HANDS BARRELHOUSE,November,15.16
4309,best of hands barrelhouse,BEST OF HANDS BARRELHOUSE,December,
4697,best of hands barrelhouse,BEST OF HANDS BARRELHOUSE,total_annual,189.09999999999997
42,bickersons brewhouse,BICKERSONS BREWHOUSE LLCBICKERSONS BREWHOUSE,January,11.61
430,bickersons brewhouse,BICKERSONS BREWHOUSE LLCBICKERSONS BREWHOUSE,February,24.05
818,bickersons brewhouse,BICKERSONS BREWHOUSE LLCBICKERSONS BREWHOUSE,March,16.28
1206,bickersons brewhouse,BICKERSONS BREWHOUSE LLCBICKERSONS BREWHOUSE,April,18.25
1594,bickersons brewhouse,BICKERSONS BREWHOUSE LLCBICKERSONS BREWHOUSE,May,29.08
1982,bickersons brewhouse,BICKERSONS BREWHOUSE LLCBICKERSONS BREWHOUSE,June,28.01
2370,bickersons brewhouse,BICKERSONS BREWHOUSE LLCBICKERSONS BREWHOUSE,July,34.79
2758,bickersons brewhouse,BICKERSONS BREWHOUSE LLCBICKERSONS BREWHOUSE,August,62.85
3146,bickersons brewhouse,BICKERSONS BREWHOUSE LLCBICKERSONS BREWHOUSE,September,42.11
3534,bickersons brewhouse,BICKERSONS BREWHOUSE LLCBICKERSONS BREWHOUSE,October,61.94
3922,bickersons brewhouse,BICKERSONS BREWHOUSE LLCBICKERSONS BREWHOUSE,November,21.28
4310,bickersons brewhouse,BICKERSONS BREWHOUSE LLCBICKERSONS BREWHOUSE,December,19.77
4698,bickersons brewhouse,BICKERSONS BREWHOUSE LLCBICKERSONS BREWHOUSE,total_annual,370.02
43,big block brewing,BIG BLOCK BREWING,January,36.06
431,big block brewing,BIG BLOCK BREWING,February,55.26
819,big block brewing,BIG BLOCK BREWING,March,53.65
1207,big block brewing,BIG BLOCK BREWING,April,25.39
1595,big block brewing,BIG BLOCK BREWING,May,48.1
1983,big block brewing,BIG BLOCK BREWING,June,58.61
2371,big block brewing,BIG BLOCK BREWING,July,37.26
2759,big block brewing,BIG BLOCK BREWING,August,43.58
3147,big block brewing,BIG BLOCK BREWING,September,54.39
3535,big block brewing,BIG BLOCK BREWING,October,43.19
3923,big block brewing,BIG BLOCK BREWING,November,46.52
4311,big block brewing,BIG BLOCK BREWING,December,8.71
4699,big block brewing,BIG BLOCK BREWING,total_annual,510.72
44,big house brewpub,BIG HOUSE BREW PUB,January,39.0
432,big house brewpub,BIG HOUSE BREW PUB,February,21.0
820,big house brewpub,BIG HOUSE BREW PUB,March,21.0
1208,big house brewpub,BIG HOUSE BREW PUB,April,
1596,big house brewpub,BIG HOUSE BREW PUB,May,49.0
1984,big house brewpub,BIG HOUSE BREW PUB,June,28.0
2372,big house brewpub,BIG HOUSE BREW PUB,July,
2760,big house brewpub,BIG HOUSE BREW PUB,August,
3148,big house brewpub,BIG HOUSE BREW PUB,September,67.0
3536,big house brewpub,BIG HOUSE BREW PUB,October,
3924,big house brewpub,BIG HOUSE BREW PUB,November,
4312,big house brewpub,BIG HOUSE BREW PUB,December,42.0
4700,big house brewpub,BIG HOUSE BREW PUB,total_annual,267.0
45,big time brewery,BIG TIME BREWING COMPANY,January,
433,big time brewery,BIG TIME BREWING COMPANY,February,83.5
821,big time brewery,BIG TIME BREWING COMPANY,March,54.75
1209,big time brewery,BIG TIME BREWING COMPANY,April,
1597,big time brewery,BIG TIME BREWING COMPANY,May,57.25
1985,big time brewery,BIG TIME BREWING COMPANY,June,
2373,big time brewery,BIG TIME BREWING COMPANY,July,120.95
2761,big time brewery,BIG TIME BREWING COMPANY,August,97.5
3149,big time brewery,BIG TIME BREWING COMPANY,September,62.0
3537,big time brewery,BIG TIME BREWING COMPANY,October,
3925,big time brewery,BIG TIME BREWING COMPANY,November,94.25
4313,big time brewery,BIG TIME BREWING COMPANY,December,
4701,big time brewery,BIG TIME BREWING COMPANY,total_annual,570.2
46,birdsview brewing company,BIRDSVIEW BREWING CO,January,20.2
434,birdsview brewing company,BIRDSVIEW BREWING CO,February,32.7
822,birdsview brewing company,BIRDSVIEW BREWING CO,March,24.8
1210,birdsview brewing company,BIRDSVIEW BREWING CO,April,26.6
1598,birdsview brewing company,BIRDSVIEW BREWING CO,May,13.3
1986,birdsview brewing company,BIRDSVIEW BREWING CO,June,26.4
2374,birdsview brewing company,BIRDSVIEW BREWING CO,July,37.6
2762,birdsview brewing company,BIRDSVIEW BREWING CO,August,19.1
3150,birdsview brewing company,BIRDSVIEW BREWING CO,September,33.3
3538,birdsview brewing company,BIRDSVIEW BREWING CO,October,12.0
3926,birdsview brewing company,BIRDSVIEW BREWING CO,November,19.5
4314,birdsview brewing company,BIRDSVIEW BREWING CO,December,19.7
4702,birdsview brewing company,BIRDSVIEW BREWING CO,total_annual,285.20000000000005
47,bizarre brewing,BIZARRE BREWING,January,
435,bizarre brewing,BIZARRE BREWING,February,
823,bizarre brewing,BIZARRE BREWING,March,
1211,bizarre brewing,BIZARRE BREWING,April,
1599,bizarre brewing,BIZARRE BREWING,May,
1987,bizarre brewing,BIZARRE BREWING,June,
2375,bizarre brewing,BIZARRE BREWING,July,
2763,bizarre brewing,BIZARRE BREWING,August,
3151,bizarre brewing,BIZARRE BREWING,September,
3539,bizarre brewing,BIZARRE BREWING,October,27.51
3927,bizarre brewing,BIZARRE BREWING,November,21.97
4315,bizarre brewing,BIZARRE BREWING,December,30.88
4703,bizarre brewing,BIZARRE BREWING,total_annual,80.36
48,black fleet brewing,BLACK FLEET BREWING,January,9.42
436,black fleet brewing,BLACK FLEET BREWING,February,12.94
824,black fleet brewing,BLACK FLEET BREWING,March,11.94
1212,black fleet brewing,BLACK FLEET BREWING,April,13.51
1600,black fleet brewing,BLACK FLEET BREWING,May,16.44
1988,black fleet brewing,BLACK FLEET BREWING,June,15.74
2376,black fleet brewing,BLACK FLEET BREWING,July,17.08
2764,black fleet brewing,BLACK FLEET BREWING,August,22.1
3152,black fleet brewing,BLACK FLEET BREWING,September,14.67
3540,black fleet brewing,BLACK FLEET BREWING,October,11.98
3928,black fleet brewing,BLACK FLEET BREWING,November,9.56
4316,black fleet brewing,BLACK FLEET BREWING,December,11.05
4704,black fleet brewing,BLACK FLEET BREWING,total_annual,166.42999999999998
49,black label brewing company,BLACK LABEL BREWING COMPANY,January,
437,black label brewing company,BLACK LABEL BREWING COMPANY,February,
825,black label brewing company,BLACK LABEL BREWING COMPANY,March,8.0
1213,black label brewing company,BLACK LABEL BREWING COMPANY,April,12.5
1601,black label brewing company,BLACK LABEL BREWING COMPANY,May,
1989,black label brewing company,BLACK LABEL BREWING COMPANY,June,
2377,black label brewing company,BLACK LABEL BREWING COMPANY,July,32.0
2765,black label brewing company,BLACK LABEL BREWING COMPANY,August,
3153,black label brewing company,BLACK LABEL BREWING COMPANY,September,
3541,black label brewing company,BLACK LABEL BREWING COMPANY,October,40.5
3929,black label brewing company,BLACK LABEL BREWING COMPANY,November,
4317,black label brewing company,BLACK LABEL BREWING COMPANY,December,
4705,black label brewing company,BLACK LABEL BREWING COMPANY,total_annual,93.0
50,black raven brewing company,BLACK RAVEN BREWING COMPANY,January,-10.54
438,black raven brewing company,BLACK RAVEN BREWING COMPANY,February,1194.46
826,black raven brewing company,BLACK RAVEN BREWING COMPANY,March,21.73
1214,black raven brewing company,BLACK RAVEN BREWING COMPANY,April,1590.16
1602,black raven brewing company,BLACK RAVEN BREWING COMPANY,May,878.0899999999999
1990,black raven brewing company,BLACK RAVEN BREWING COMPANY,June,-5.95
2378,black raven brewing company,BLACK RAVEN BREWING COMPANY,July,1774.7800000000002
2766,black raven brewing company,BLACK RAVEN BREWING COMPANY,August,904.37
3154,black raven brewing company,BLACK RAVEN BREWING COMPANY,September,-6.81
3542,black raven brewing company,BLACK RAVEN BREWING COMPANY,October,1888.28
3930,black raven brewing company,BLACK RAVEN BREWING COMPANY,November,-7.05
4318,black raven brewing company,BLACK RAVEN BREWING COMPANY,December,684.23
4706,black raven brewing company,BLACK RAVEN BREWING COMPANY,total_annual,8905.75
51,blackbeard's brewing company,BLACKBEARDS BREWING COMPANY,January,8.0
439,blackbeard's brewing company,BLACKBEARDS BREWING COMPANY,February,24.0
827,blackbeard's brewing company,BLACKBEARDS BREWING COMPANY,March,
1215,blackbeard's brewing company,BLACKBEARDS BREWING COMPANY,April,32.0
1603,blackbeard's brewing company,BLACKBEARDS BREWING COMPANY,May,24.0
1991,blackbeard's brewing company,BLACKBEARDS BREWING COMPANY,June,24.0
2379,blackbeard's brewing company,BLACKBEARDS BREWING COMPANY,July,16.0
2767,blackbeard's brewing company,BLACKBEARDS BREWING COMPANY,August,50.0
3155,blackbeard's brewing company,BLACKBEARDS BREWING COMPANY,September,17.5
3543,blackbeard's brewing company,BLACKBEARDS BREWING COMPANY,October,8.0
3931,blackbeard's brewing company,BLACKBEARDS BREWING COMPANY,November,
4319,blackbeard's brewing company,BLACKBEARDS BREWING COMPANY,December,
4707,blackbeard's brewing company,BLACKBEARDS BREWING COMPANY,total_annual,203.5
52,blewett brewing company,BLEWETT BREWING COMPANY,January,15.1
440,blewett brewing company,BLEWETT BREWING COMPANY,February,16.6
828,blewett brewing company,BLEWETT BREWING COMPANY,March,18.4
1216,blewett brewing company,BLEWETT BREWING COMPANY,April,21.85
1604,blewett brewing company,BLEWETT BREWING COMPANY,May,22.45
1992,blewett brewing company,BLEWETT BREWING COMPANY,June,34.1
2380,blewett brewing company,BLEWETT BREWING COMPANY,July,39.05
2768,blewett brewing company,BLEWETT BREWING COMPANY,August,43.25
3156,blewett brewing company,BLEWETT BREWING COMPANY,September,45.3
3544,blewett brewing company,BLEWETT BREWING COMPANY,October,31.6
3932,blewett brewing company,BLEWETT BREWING COMPANY,November,22.5
4320,blewett brewing company,BLEWETT BREWING COMPANY,December,28.0
4708,blewett brewing company,BLEWETT BREWING COMPANY,total_annual,338.2
53,bombing range brewing company,BOMBING RANGE BREWING COMPANY,January,40.66
441,bombing range brewing company,BOMBING RANGE BREWING COMPANY,February,45.1
829,bombing range brewing company,BOMBING RANGE BREWING COMPANY,March,46.87
1217,bombing range brewing company,BOMBING RANGE BREWING COMPANY,April,48.02
1605,bombing range brewing company,BOMBING RANGE BREWING COMPANY,May,44.79
1993,bombing range brewing company,BOMBING RANGE BREWING COMPANY,June,50.47
2381,bombing range brewing company,BOMBING RANGE BREWING COMPANY,July,47.31
2769,bombing range brewing company,BOMBING RANGE BREWING COMPANY,August,41.12
3157,bombing range brewing company,BOMBING RANGE BREWING COMPANY,September,47.71
3545,bombing range brewing company,BOMBING RANGE BREWING COMPANY,October,45.88
3933,bombing range brewing company,BOMBING RANGE BREWING COMPANY,November,39.98
4321,bombing range brewing company,BOMBING RANGE BREWING COMPANY,December,40.44
4709,bombing range brewing company,BOMBING RANGE BREWING COMPANY,total_annual,538.35
54,bottle bay brewing company,BOTTLE BAY BREWING CO.,January,
442,bottle bay brewing company,BOTTLE BAY BREWING CO.,February,4.0
830,bottle bay brewing company,BOTTLE BAY BREWING CO.,March,
1218,bottle bay brewing company,BOTTLE BAY BREWING CO.,April,
1606,bottle bay brewing company,BOTTLE BAY BREWING CO.,May,
