index,brewery_wa,brewery_prod,month,production
3670,island hoppin' brewery,ISLAND HOPPIN BREWERY,October,39.66
4058,island hoppin' brewery,ISLAND HOPPIN BREWERY,November,17.44
4446,island hoppin' brewery,ISLAND HOPPIN BREWERY,December,
4834,island hoppin' brewery,ISLAND HOPPIN BREWERY,total_annual,429.24
179,jellyfish brewing company,JELLYFISH BREWING COMPANY,January,91.58
567,jellyfish brewing company,JELLYFISH BREWING COMPANY,February,98.81
955,jellyfish brewing company,JELLYFISH BREWING COMPANY,March,119.72
1343,jellyfish brewing company,JELLYFISH BREWING COMPANY,April,116.78
1731,jellyfish brewing company,JELLYFISH BREWING COMPANY,May,115.78
2119,jellyfish brewing company,JELLYFISH BREWING COMPANY,June,130.36
2507,jellyfish brewing company,JELLYFISH BREWING COMPANY,July,147.46
2895,jellyfish brewing company,JELLYFISH BREWING COMPANY,August,168.6
3283,jellyfish brewing company,JELLYFISH BREWING COMPANY,September,140.5
3671,jellyfish brewing company,JELLYFISH BREWING COMPANY,October,123.21
4059,jellyfish brewing company,JELLYFISH BREWING COMPANY,November,91.7
4447,jellyfish brewing company,JELLYFISH BREWING COMPANY,December,98.6
4835,jellyfish brewing company,JELLYFISH BREWING COMPANY,total_annual,1443.1
180,jones creek brewing,JONES CREEK BREWING,January,5.57
568,jones creek brewing,JONES CREEK BREWING,February,2.56
956,jones creek brewing,JONES CREEK BREWING,March,5.8
1344,jones creek brewing,JONES CREEK BREWING,April,6.42
1732,jones creek brewing,JONES CREEK BREWING,May,4.02
2120,jones creek brewing,JONES CREEK BREWING,June,4.58
2508,jones creek brewing,JONES CREEK BREWING,July,7.33
2896,jones creek brewing,JONES CREEK BREWING,August,7.01
3284,jones creek brewing,JONES CREEK BREWING,September,
3672,jones creek brewing,JONES CREEK BREWING,October,8.04
4060,jones creek brewing,JONES CREEK BREWING,November,5.26
4448,jones creek brewing,JONES CREEK BREWING,December,3.93
4836,jones creek brewing,JONES CREEK BREWING,total_annual,60.52
181,kulshan brewing company,KULSHAN BREWING COMPANYKULSHAN BREWERY,January,618.5400000000001
569,kulshan brewing company,KULSHAN BREWING COMPANYKULSHAN BREWERY,February,676.84
957,kulshan brewing company,KULSHAN BREWING COMPANYKULSHAN BREWERY,March,806.3299999999999
1345,kulshan brewing company,KULSHAN BREWING COMPANYKULSHAN BREWERY,April,818.35
1733,kulshan brewing company,KULSHAN BREWING COMPANYKULSHAN BREWERY,May,977.33
2121,kulshan brewing company,KULSHAN BREWING COMPANYKULSHAN BREWERY,June,946.97
2509,kulshan brewing company,KULSHAN BREWING COMPANYKULSHAN BREWERY,July,1040.63
2897,kulshan brewing company,KULSHAN BREWING COMPANYKULSHAN BREWERY,August,1234.36
3285,kulshan brewing company,KULSHAN BREWING COMPANYKULSHAN BREWERY,September,881.79
3673,kulshan brewing company,KULSHAN BREWING COMPANYKULSHAN BREWERY,October,710.7900000000001
4061,kulshan brewing company,KULSHAN BREWING COMPANYKULSHAN BREWERY,November,881.03
4449,kulshan brewing company,KULSHAN BREWING COMPANYKULSHAN BREWERY,December,677.34
4837,kulshan brewing company,KULSHAN BREWING COMPANYKULSHAN BREWERY,total_annual,10270.3
182,la conner brewing company,LA CONNER BREWING COMPANYLA CENTER BREWING LLC,January,5.3
570,la conner brewing company,LA CONNER BREWING COMPANYLA CENTER BREWING LLC,February,32.7
958,la conner brewing company,LA CONNER BREWING COMPANYLA CENTER BREWING LLC,March,22.880000000000003
1346,la conner brewing company,LA CONNER BREWING COMPANYLA CENTER BREWING LLC,April,63.120000000000005
1734,la conner brewing company,LA CONNER BREWING COMPANYLA CENTER BREWING LLC,May,21.3
2122,la conner brewing company,LA CONNER BREWING COMPANYLA CENTER BREWING LLC,June,22.97
2510,la conner brewing company,LA CONNER BREWING COMPANYLA CENTER BREWING LLC,July,27.42
2898,la conner brewing company,LA CONNER BREWING COMPANYLA CENTER BREWING LLC,August,34.19
3286,la conner brewing company,LA CONNER BREWING COMPANYLA CENTER BREWING LLC,September,28.27
3674,la conner brewing company,LA CONNER BREWING COMPANYLA CENTER BREWING LLC,October,12.03
4062,la conner brewing company,LA CONNER BREWING COMPANYLA CENTER BREWING LLC,November,45.91
4450,la conner brewing company,LA CONNER BREWING COMPANYLA CENTER BREWING LLC,December,2.75
4838,la conner brewing company,LA CONNER BREWING COMPANYLA CENTER BREWING LLC,total_annual,318.84
183,ladd and lass brewing,LADD & LASS BREWING,January,7.29
571,ladd and lass brewing,LADD & LASS BREWING,February,15.22
959,ladd and lass brewing,LADD & LASS BREWING,March,15.8
1347,ladd and lass brewing,LADD & LASS BREWING,April,15.74
1735,ladd and lass brewing,LADD & LASS BREWING,May,17.66
2123,ladd and lass brewing,LADD & LASS BREWING,June,15.8
2511,ladd and lass brewing,LADD & LASS BREWING,July,9.48
2899,ladd and lass brewing,LADD & LASS BREWING,August,23.6
3287,ladd and lass brewing,LADD & LASS BREWING,September,25.06
3675,ladd and lass brewing,LADD & LASS BREWING,October,22.9
4063,ladd and lass brewing,LADD & LASS BREWING,November,18.72
4451,ladd and lass brewing,LADD & LASS BREWING,December,19.99
4839,ladd and lass brewing,LADD & LASS BREWING,total_annual,207.26
184,laht neppur brewing company,LAHT NEPPUR BREWING AND LAHT NEPPUR CELLARS,January,
572,laht neppur brewing company,LAHT NEPPUR BREWING AND LAHT NEPPUR CELLARS,February,7.0
960,laht neppur brewing company,LAHT NEPPUR BREWING AND LAHT NEPPUR CELLARS,March,3.5
1348,laht neppur brewing company,LAHT NEPPUR BREWING AND LAHT NEPPUR CELLARS,April,17.5
1736,laht neppur brewing company,LAHT NEPPUR BREWING AND LAHT NEPPUR CELLARS,May,
2124,laht neppur brewing company,LAHT NEPPUR BREWING AND LAHT NEPPUR CELLARS,June,7.0
2512,laht neppur brewing company,LAHT NEPPUR BREWING AND LAHT NEPPUR CELLARS,July,7.0
2900,laht neppur brewing company,LAHT NEPPUR BREWING AND LAHT NEPPUR CELLARS,August,14.0
3288,laht neppur brewing company,LAHT NEPPUR BREWING AND LAHT NEPPUR CELLARS,September,10.5
3676,laht neppur brewing company,LAHT NEPPUR BREWING AND LAHT NEPPUR CELLARS,October,13.0
4064,laht neppur brewing company,LAHT NEPPUR BREWING AND LAHT NEPPUR CELLARS,November,
4452,laht neppur brewing company,LAHT NEPPUR BREWING AND LAHT NEPPUR CELLARS,December,
4840,laht neppur brewing company,LAHT NEPPUR BREWING AND LAHT NEPPUR CELLARS,total_annual,79.5
185,lake chelan brewery,LAKE CHELAN BREWERY,January,14.0
573,lake chelan brewery,LAKE CHELAN BREWERY,February,
961,lake chelan brewery,LAKE CHELAN BREWERY,March,5.0
1349,lake chelan brewery,LAKE CHELAN BREWERY,April,
1737,lake chelan brewery,LAKE CHELAN BREWERY,May,30.0
2125,lake chelan brewery,LAKE CHELAN BREWERY,June,
2513,lake chelan brewery,LAKE CHELAN BREWERY,July,
2901,lake chelan brewery,LAKE CHELAN BREWERY,August,
3289,lake chelan brewery,LAKE CHELAN BREWERY,September,18.5
3677,lake chelan brewery,LAKE CHELAN BREWERY,October,7.0
4065,lake chelan brewery,LAKE CHELAN BREWERY,November,
4453,lake chelan brewery,LAKE CHELAN BREWERY,December,8.0
4841,lake chelan brewery,LAKE CHELAN BREWERY,total_annual,82.5
186,lake stevens brewing company,LAKE STEVENS BREWING COMPANY,January,23.84
574,lake stevens brewing company,LAKE STEVENS BREWING COMPANY,February,23.5
962,lake stevens brewing company,LAKE STEVENS BREWING COMPANY,March,
1350,lake stevens brewing company,LAKE STEVENS BREWING COMPANY,April,46.84
1738,lake stevens brewing company,LAKE STEVENS BREWING COMPANY,May,25.66
2126,lake stevens brewing company,LAKE STEVENS BREWING COMPANY,June,
2514,lake stevens brewing company,LAKE STEVENS BREWING COMPANY,July,51.5
2902,lake stevens brewing company,LAKE STEVENS BREWING COMPANY,August,30.66
3290,lake stevens brewing company,LAKE STEVENS BREWING COMPANY,September,22.5
3678,lake stevens brewing company,LAKE STEVENS BREWING COMPANY,October,
4066,lake stevens brewing company,LAKE STEVENS BREWING COMPANY,November,43.68
4454,lake stevens brewing company,LAKE STEVENS BREWING COMPANY,December,18.0
4842,lake stevens brewing company,LAKE STEVENS BREWING COMPANY,total_annual,286.18
187,lantern brewing,LANTERN BREWING,January,8.83
575,lantern brewing,LANTERN BREWING,February,10.37
963,lantern brewing,LANTERN BREWING,March,12.38
1351,lantern brewing,LANTERN BREWING,April,13.9
1739,lantern brewing,LANTERN BREWING,May,13.03
2127,lantern brewing,LANTERN BREWING,June,20.91
2515,lantern brewing,LANTERN BREWING,July,18.36
2903,lantern brewing,LANTERN BREWING,August,20.41
3291,lantern brewing,LANTERN BREWING,September,23.9
3679,lantern brewing,LANTERN BREWING,October,18.41
4067,lantern brewing,LANTERN BREWING,November,16.49
4455,lantern brewing,LANTERN BREWING,December,16.95
4843,lantern brewing,LANTERN BREWING,total_annual,193.94
188,lazy boy brewing,LAZY BOY BREWING CO,January,56.33
576,lazy boy brewing,LAZY BOY BREWING CO,February,73.61
964,lazy boy brewing,LAZY BOY BREWING CO,March,47.36
1352,lazy boy brewing,LAZY BOY BREWING CO,April,50.39
1740,lazy boy brewing,LAZY BOY BREWING CO,May,58.32
2128,lazy boy brewing,LAZY BOY BREWING CO,June,42.58
2516,lazy boy brewing,LAZY BOY BREWING CO,July,45.82
2904,lazy boy brewing,LAZY BOY BREWING CO,August,89.16
3292,lazy boy brewing,LAZY BOY BREWING CO,September,63.33
3680,lazy boy brewing,LAZY BOY BREWING CO,October,70.81
4068,lazy boy brewing,LAZY BOY BREWING CO,November,43.27
4456,lazy boy brewing,LAZY BOY BREWING CO,December,17.83
4844,lazy boy brewing,LAZY BOY BREWING CO,total_annual,658.8100000000001
189,logan brewing company,LOGAN BREWING COMPANY,January,
577,logan brewing company,LOGAN BREWING COMPANY,February,68.33
965,logan brewing company,LOGAN BREWING COMPANY,March,42.72
1353,logan brewing company,LOGAN BREWING COMPANY,April,44.42
1741,logan brewing company,LOGAN BREWING COMPANY,May,45.19
2129,logan brewing company,LOGAN BREWING COMPANY,June,55.36
2517,logan brewing company,LOGAN BREWING COMPANY,July,50.45
2905,logan brewing company,LOGAN BREWING COMPANY,August,55.29
3293,logan brewing company,LOGAN BREWING COMPANY,September,44.86
3681,logan brewing company,LOGAN BREWING COMPANY,October,38.25
4069,logan brewing company,LOGAN BREWING COMPANY,November,36.29
4457,logan brewing company,LOGAN BREWING COMPANY,December,36.79
4845,logan brewing company,LOGAN BREWING COMPANY,total_annual,517.95
190,loowit brewing company,LOOWIT BREWING COMPANY,January,102.56
578,loowit brewing company,LOOWIT BREWING COMPANY,February,101.64
966,loowit brewing company,LOOWIT BREWING COMPANY,March,152.03
1354,loowit brewing company,LOOWIT BREWING COMPANY,April,143.4
1742,loowit brewing company,LOOWIT BREWING COMPANY,May,106.22
2130,loowit brewing company,LOOWIT BREWING COMPANY,June,166.49
2518,loowit brewing company,LOOWIT BREWING COMPANY,July,127.61
2906,loowit brewing company,LOOWIT BREWING COMPANY,August,108.48
3294,loowit brewing company,LOOWIT BREWING COMPANY,September,153.42
3682,loowit brewing company,LOOWIT BREWING COMPANY,October,103.54
4070,loowit brewing company,LOOWIT BREWING COMPANY,November,105.98
4458,loowit brewing company,LOOWIT BREWING COMPANY,December,150.97
4846,loowit brewing company,LOOWIT BREWING COMPANY,total_annual,1522.34
191,lopez island brewing company,LOPEZ ISLAND BREWING COMPANY,January,
579,lopez island brewing company,LOPEZ ISLAND BREWING COMPANY,February,7.17
967,lopez island brewing company,LOPEZ ISLAND BREWING COMPANY,March,12.08
1355,lopez island brewing company,LOPEZ ISLAND BREWING COMPANY,April,4.7
1743,lopez island brewing company,LOPEZ ISLAND BREWING COMPANY,May,4.81
2131,lopez island brewing company,LOPEZ ISLAND BREWING COMPANY,June,12.07
2519,lopez island brewing company,LOPEZ ISLAND BREWING COMPANY,July,12.53
2907,lopez island brewing company,LOPEZ ISLAND BREWING COMPANY,August,17.25
3295,lopez island brewing company,LOPEZ ISLAND BREWING COMPANY,September,5.23
3683,lopez island brewing company,LOPEZ ISLAND BREWING COMPANY,October,6.84
4071,lopez island brewing company,LOPEZ ISLAND BREWING COMPANY,November,0.83
4459,lopez island brewing company,LOPEZ ISLAND BREWING COMPANY,December,1.33
4847,lopez island brewing company,LOPEZ ISLAND BREWING COMPANY,total_annual,84.84
192,lost woods brewery,LOST WOODS BREWERY,January,
580,lost woods brewery,LOST WOODS BREWERY,February,
968,lost woods brewery,LOST WOODS BREWERY,March,20.0
1356,lost woods brewery,LOST WOODS BREWERY,April,24.0
1744,lost woods brewery,LOST WOODS BREWERY,May,
2132,lost woods brewery,LOST WOODS BREWERY,June,34.0
2520,lost woods brewery,LOST WOODS BREWERY,July,
2908,lost woods brewery,LOST WOODS BREWERY,August,15.0
3296,lost woods brewery,LOST WOODS BREWERY,September,
3684,lost woods brewery,LOST WOODS BREWERY,October,
4072,lost woods brewery,LOST WOODS BREWERY,November,
4460,lost woods brewery,LOST WOODS BREWERY,December,58.0
4848,lost woods brewery,LOST WOODS BREWERY,total_annual,151.0
193,lovecraft brewing company,LOVECRAFT BREWING,January,6.0
581,lovecraft brewing company,LOVECRAFT BREWING,February,10.0
969,lovecraft brewing company,LOVECRAFT BREWING,March,1.0
1357,lovecraft brewing company,LOVECRAFT BREWING,April,2.0
1745,lovecraft brewing company,LOVECRAFT BREWING,May,
2133,lovecraft brewing company,LOVECRAFT BREWING,June,8.0
2521,lovecraft brewing company,LOVECRAFT BREWING,July,
2909,lovecraft brewing company,LOVECRAFT BREWING,August,22.0
3297,lovecraft brewing company,LOVECRAFT BREWING,September,21.0
3685,lovecraft brewing company,LOVECRAFT BREWING,October,2.0
4073,lovecraft brewing company,LOVECRAFT BREWING,November,9.0
4461,lovecraft brewing company,LOVECRAFT BREWING,December,
4849,lovecraft brewing company,LOVECRAFT BREWING,total_annual,81.0
194,lowercase brewing,LOWERCASE BREWING,January,153.85
582,lowercase brewing,LOWERCASE BREWING,February,
970,lowercase brewing,LOWERCASE BREWING,March,
1358,lowercase brewing,LOWERCASE BREWING,April,125.67
1746,lowercase brewing,LOWERCASE BREWING,May,
2134,lowercase brewing,LOWERCASE BREWING,June,
2522,lowercase brewing,LOWERCASE BREWING,July,80.12
2910,lowercase brewing,LOWERCASE BREWING,August,52.39
3298,lowercase brewing,LOWERCASE BREWING,September,20.5
3686,lowercase brewing,LOWERCASE BREWING,October,
4074,lowercase brewing,LOWERCASE BREWING,November,67.63
4462,lowercase brewing,LOWERCASE BREWING,December,
4850,lowercase brewing,LOWERCASE BREWING,total_annual,500.16
195,lucky envelope brewing,LUCKY ENVELOPE BREWING,January,67.11
583,lucky envelope brewing,LUCKY ENVELOPE BREWING,February,52.6
971,lucky envelope brewing,LUCKY ENVELOPE BREWING,March,105.46
1359,lucky envelope brewing,LUCKY ENVELOPE BREWING,April,74.98
1747,lucky envelope brewing,LUCKY ENVELOPE BREWING,May,128.61
2135,lucky envelope brewing,LUCKY ENVELOPE BREWING,June,91.49
2523,lucky envelope brewing,LUCKY ENVELOPE BREWING,July,94.48
2911,lucky envelope brewing,LUCKY ENVELOPE BREWING,August,116.78
3299,lucky envelope brewing,LUCKY ENVELOPE BREWING,September,76.76
3687,lucky envelope brewing,LUCKY ENVELOPE BREWING,October,72.06
4075,lucky envelope brewing,LUCKY ENVELOPE BREWING,November,36.79
4463,lucky envelope brewing,LUCKY ENVELOPE BREWING,December,53.76
4851,lucky envelope brewing,LUCKY ENVELOPE BREWING,total_annual,970.88
196,lumber house brewery,LUMBER HOUSE BREWERY,January,15.5
584,lumber house brewery,LUMBER HOUSE BREWERY,February,21.25
972,lumber house brewery,LUMBER HOUSE BREWERY,March,26.33
1360,lumber house brewery,LUMBER HOUSE BREWERY,April,20.51
1748,lumber house brewery,LUMBER HOUSE BREWERY,May,16.66
2136,lumber house brewery,LUMBER HOUSE BREWERY,June,14.5
2524,lumber house brewery,LUMBER HOUSE BREWERY,July,19.57
2912,lumber house brewery,LUMBER HOUSE BREWERY,August,14.32
3300,lumber house brewery,LUMBER HOUSE BREWERY,September,19.33
3688,lumber house brewery,LUMBER HOUSE BREWERY,October,14.0
4076,lumber house brewery,LUMBER HOUSE BREWERY,November,29.28
4464,lumber house brewery,LUMBER HOUSE BREWERY,December,8.5
4852,lumber house brewery,LUMBER HOUSE BREWERY,total_annual,219.75
197,lumberbeard brewing,LUMBERBEARD BREWING,January,67.97
585,lumberbeard brewing,LUMBERBEARD BREWING,February,77.71
973,lumberbeard brewing,LUMBERBEARD BREWING,March,104.38
1361,lumberbeard brewing,LUMBERBEARD BREWING,April,98.07
1749,lumberbeard brewing,LUMBERBEARD BREWING,May,117.04
2137,lumberbeard brewing,LUMBERBEARD BREWING,June,126.81
2525,lumberbeard brewing,LUMBERBEARD BREWING,July,130.16
2913,lumberbeard brewing,LUMBERBEARD BREWING,August,101.51
3301,lumberbeard brewing,LUMBERBEARD BREWING,September,87.35
3689,lumberbeard brewing,LUMBERBEARD BREWING,October,93.16
4077,lumberbeard brewing,LUMBERBEARD BREWING,November,91.48
4465,lumberbeard brewing,LUMBERBEARD BREWING,December,66.37
4853,lumberbeard brewing,LUMBERBEARD BREWING,total_annual,1162.01
198,mac and jack's brewing company,MAC & JACKS BREWERY INC.,January,1951.9
586,mac and jack's brewing company,MAC & JACKS BREWERY INC.,February,1841.37
974,mac and jack's brewing company,MAC & JACKS BREWERY INC.,March,1780.41
1362,mac and jack's brewing company,MAC & JACKS BREWERY INC.,April,2036.64
1750,mac and jack's brewing company,MAC & JACKS BREWERY INC.,May,2171.85
2138,mac and jack's brewing company,MAC & JACKS BREWERY INC.,June,2776.15
2526,mac and jack's brewing company,MAC & JACKS BREWERY INC.,July,2052.96
2914,mac and jack's brewing company,MAC & JACKS BREWERY INC.,August,2412.73
3302,mac and jack's brewing company,MAC & JACKS BREWERY INC.,September,2378.33
3690,mac and jack's brewing company,MAC & JACKS BREWERY INC.,October,2225.78
4078,mac and jack's brewing company,MAC & JACKS BREWERY INC.,November,1902.2
4466,mac and jack's brewing company,MAC & JACKS BREWERY INC.,December,1755.14
4854,mac and jack's brewing company,MAC & JACKS BREWERY INC.,total_annual,25285.46
199,machine house brewery,MACHINE HOUSE BREWERY,January,21.4
587,machine house brewery,MACHINE HOUSE BREWERY,February,29.31
975,machine house brewery,MACHINE HOUSE BREWERY,March,49.13
1363,machine house brewery,MACHINE HOUSE BREWERY,April,62.74
1751,machine house brewery,MACHINE HOUSE BREWERY,May,19.61
2139,machine house brewery,MACHINE HOUSE BREWERY,June,23.38
2527,machine house brewery,MACHINE HOUSE BREWERY,July,37.33
2915,machine house brewery,MACHINE HOUSE BREWERY,August,42.69
3303,machine house brewery,MACHINE HOUSE BREWERY,September,19.65
3691,machine house brewery,MACHINE HOUSE BREWERY,October,49.69
4079,machine house brewery,MACHINE HOUSE BREWERY,November,39.79
4467,machine house brewery,MACHINE HOUSE BREWERY,December,21.1
4855,machine house brewery,MACHINE HOUSE BREWERY,total_annual,415.8200000000001
200,maelstrom brewing company,MAELSTROM BREWING COMPANY,January,3.71
588,maelstrom brewing company,MAELSTROM BREWING COMPANY,February,4.41
976,maelstrom brewing company,MAELSTROM BREWING COMPANY,March,5.21
1364,maelstrom brewing company,MAELSTROM BREWING COMPANY,April,4.61
1752,maelstrom brewing company,MAELSTROM BREWING COMPANY,May,4.6
2140,maelstrom brewing company,MAELSTROM BREWING COMPANY,June,6.13
2528,maelstrom brewing company,MAELSTROM BREWING COMPANY,July,6.23
2916,maelstrom brewing company,MAELSTROM BREWING COMPANY,August,4.76
3304,maelstrom brewing company,MAELSTROM BREWING COMPANY,September,4.78
3692,maelstrom brewing company,MAELSTROM BREWING COMPANY,October,3.54
4080,maelstrom brewing company,MAELSTROM BREWING COMPANY,November,3.22
4468,maelstrom brewing company,MAELSTROM BREWING COMPANY,December,2.96
4856,maelstrom brewing company,MAELSTROM BREWING COMPANY,total_annual,54.16
201,magnuson cafe and brewery,MAGNUSON BREWERY,January,22.0
589,magnuson cafe and brewery,MAGNUSON BREWERY,February,16.4
977,magnuson cafe and brewery,MAGNUSON BREWERY,March,26.5
1365,magnuson cafe and brewery,MAGNUSON BREWERY,April,27.85
1753,magnuson cafe and brewery,MAGNUSON BREWERY,May,32.0
2141,magnuson cafe and brewery,MAGNUSON BREWERY,June,39.0
2529,magnuson cafe and brewery,MAGNUSON BREWERY,July,
2917,magnuson cafe and brewery,MAGNUSON BREWERY,August,96.81
3305,magnuson cafe and brewery,MAGNUSON BREWERY,September,34.0
3693,magnuson cafe and brewery,MAGNUSON BREWERY,October,
4081,magnuson cafe and brewery,MAGNUSON BREWERY,November,36.09
4469,magnuson cafe and brewery,MAGNUSON BREWERY,December,7.4
4857,magnuson cafe and brewery,MAGNUSON BREWERY,total_annual,338.04999999999995
202,maritime pacific brewing company,MARITIME PACIFIC BREWING COMPANY,January,76.87
590,maritime pacific brewing company,MARITIME PACIFIC BREWING COMPANY,February,86.28
978,maritime pacific brewing company,MARITIME PACIFIC BREWING COMPANY,March,126.65
1366,maritime pacific brewing company,MARITIME PACIFIC BREWING COMPANY,April,117.02
1754,maritime pacific brewing company,MARITIME PACIFIC BREWING COMPANY,May,122.58
2142,maritime pacific brewing company,MARITIME PACIFIC BREWING COMPANY,June,146.16
2530,maritime pacific brewing company,MARITIME PACIFIC BREWING COMPANY,July,146.35
2918,maritime pacific brewing company,MARITIME PACIFIC BREWING COMPANY,August,152.79
3306,maritime pacific brewing company,MARITIME PACIFIC BREWING COMPANY,September,160.75
3694,maritime pacific brewing company,MARITIME PACIFIC BREWING COMPANY,October,399.9
4082,maritime pacific brewing company,MARITIME PACIFIC BREWING COMPANY,November,183.03
4470,maritime pacific brewing company,MARITIME PACIFIC BREWING COMPANY,December,131.69
4858,maritime pacific brewing company,MARITIME PACIFIC BREWING COMPANY,total_annual,1850.0699999999997
203,masters brewhouse,MASTERS BREWHOUSE,January,
591,masters brewhouse,MASTERS BREWHOUSE,February,36.85
979,masters brewhouse,MASTERS BREWHOUSE,March,20.25
1367,masters brewhouse,MASTERS BREWHOUSE,April,21.0
1755,masters brewhouse,MASTERS BREWHOUSE,May,21.09
2143,masters brewhouse,MASTERS BREWHOUSE,June,17.7
2531,masters brewhouse,MASTERS BREWHOUSE,July,35.82
2919,masters brewhouse,MASTERS BREWHOUSE,August,15.0
3307,masters brewhouse,MASTERS BREWHOUSE,September,18.3
3695,masters brewhouse,MASTERS BREWHOUSE,October,
4083,masters brewhouse,MASTERS BREWHOUSE,November,34.0
4471,masters brewhouse,MASTERS BREWHOUSE,December,22.9
4859,masters brewhouse,MASTERS BREWHOUSE,total_annual,242.91000000000005
204,matchless brewing,MATCHLESS,January,177.36
592,matchless brewing,MATCHLESS,February,197.76
980,matchless brewing,MATCHLESS,March,248.54
1368,matchless brewing,MATCHLESS,April,241.68
1756,matchless brewing,MATCHLESS,May,245.42
2144,matchless brewing,MATCHLESS,June,271.58
2532,matchless brewing,MATCHLESS,July,256.93
2920,matchless brewing,MATCHLESS,August,342.29
3308,matchless brewing,MATCHLESS,September,352.67
3696,matchless brewing,MATCHLESS,October,191.73
4084,matchless brewing,MATCHLESS,November,239.84
4472,matchless brewing,MATCHLESS,December,260.11
4860,matchless brewing,MATCHLESS,total_annual,3025.9100000000003
205,mcmenamins anderson school brewery,MCMENAMINS ANDERSON SCHOOL,January,141.64
593,mcmenamins anderson school brewery,MCMENAMINS ANDERSON SCHOOL,February,80.46
981,mcmenamins anderson school brewery,MCMENAMINS ANDERSON SCHOOL,March,98.34
1369,mcmenamins anderson school brewery,MCMENAMINS ANDERSON SCHOOL,April,278.65
1757,mcmenamins anderson school brewery,MCMENAMINS ANDERSON SCHOOL,May,137.19
2145,mcmenamins anderson school brewery,MCMENAMINS ANDERSON SCHOOL,June,99.78
2533,mcmenamins anderson school brewery,MCMENAMINS ANDERSON SCHOOL,July,83.29
2921,mcmenamins anderson school brewery,MCMENAMINS ANDERSON SCHOOL,August,146.47
3309,mcmenamins anderson school brewery,MCMENAMINS ANDERSON SCHOOL,September,120.75
3697,mcmenamins anderson school brewery,MCMENAMINS ANDERSON SCHOOL,October,104.38
4085,mcmenamins anderson school brewery,MCMENAMINS ANDERSON SCHOOL,November,104.73
4473,mcmenamins anderson school brewery,MCMENAMINS ANDERSON SCHOOL,December,101.79
4861,mcmenamins anderson school brewery,MCMENAMINS ANDERSON SCHOOL,total_annual,1497.4700000000005
206,mcmenamins elks temple,MCMENAMINS ELKS TEMPLE BREWERY,January,110.25
594,mcmenamins elks temple,MCMENAMINS ELKS TEMPLE BREWERY,February,74.5
982,mcmenamins elks temple,MCMENAMINS ELKS TEMPLE BREWERY,March,72.75
1370,mcmenamins elks temple,MCMENAMINS ELKS TEMPLE BREWERY,April,197.75
1758,mcmenamins elks temple,MCMENAMINS ELKS TEMPLE BREWERY,May,96.5
2146,mcmenamins elks temple,MCMENAMINS ELKS TEMPLE BREWERY,June,126.5
2534,mcmenamins elks temple,MCMENAMINS ELKS TEMPLE BREWERY,July,99.0
2922,mcmenamins elks temple,MCMENAMINS ELKS TEMPLE BREWERY,August,105.0
3310,mcmenamins elks temple,MCMENAMINS ELKS TEMPLE BREWERY,September,96.25
3698,mcmenamins elks temple,MCMENAMINS ELKS TEMPLE BREWERY,October,71.0
4086,mcmenamins elks temple,MCMENAMINS ELKS TEMPLE BREWERY,November,80.5
4474,mcmenamins elks temple,MCMENAMINS ELKS TEMPLE BREWERY,December,73.5
4862,mcmenamins elks temple,MCMENAMINS ELKS TEMPLE BREWERY,total_annual,1203.5
207,mcmenamins kalama harbor lodge,MCMENAMINS KALAMA HARBOR LODGE BREWERY,January,36.25
595,mcmenamins kalama harbor lodge,MCMENAMINS KALAMA HARBOR LODGE BREWERY,February,22.75
983,mcmenamins kalama harbor lodge,MCMENAMINS KALAMA HARBOR LODGE BREWERY,March,27.0
1371,mcmenamins kalama harbor lodge,MCMENAMINS KALAMA HARBOR LODGE BREWERY,April,99.75
1759,mcmenamins kalama harbor lodge,MCMENAMINS KALAMA HARBOR LODGE BREWERY,May,41.22
2147,mcmenamins kalama harbor lodge,MCMENAMINS KALAMA HARBOR LODGE BREWERY,June,68.5
2535,mcmenamins kalama harbor lodge,MCMENAMINS KALAMA HARBOR LODGE BREWERY,July,46.75
2923,mcmenamins kalama harbor lodge,MCMENAMINS KALAMA HARBOR LODGE BREWERY,August,60.94
3311,mcmenamins kalama harbor lodge,MCMENAMINS KALAMA HARBOR LODGE BREWERY,September,59.5
3699,mcmenamins kalama harbor lodge,MCMENAMINS KALAMA HARBOR LODGE BREWERY,October,37.25
4087,mcmenamins kalama harbor lodge,MCMENAMINS KALAMA HARBOR LODGE BREWERY,November,31.0
4475,mcmenamins kalama harbor lodge,MCMENAMINS KALAMA HARBOR LODGE BREWERY,December,34.75
4863,mcmenamins kalama harbor lodge,MCMENAMINS KALAMA HARBOR LODGE BREWERY,total_annual,565.66
208,mcmillin farm brewhouse,MCMILLIN FARM,January,
596,mcmillin farm brewhouse,MCMILLIN FARM,February,
984,mcmillin farm brewhouse,MCMILLIN FARM,March,
1372,mcmillin farm brewhouse,MCMILLIN FARM,April,
1760,mcmillin farm brewhouse,MCMILLIN FARM,May,
2148,mcmillin farm brewhouse,MCMILLIN FARM,June,
2536,mcmillin farm brewhouse,MCMILLIN FARM,July,
2924,mcmillin farm brewhouse,MCMILLIN FARM,August,
3312,mcmillin farm brewhouse,MCMILLIN FARM,September,
3700,mcmillin farm brewhouse,MCMILLIN FARM,October,
4088,mcmillin farm brewhouse,MCMILLIN FARM,November,1.94
4476,mcmillin farm brewhouse,MCMILLIN FARM,December,0.9
